;text
32;@saudeprefsp Só faltou lembrar de abastecer os postos, absurdo! Sem vacina e sem previsão de chegada na FMU e outro… https://t.co/k5buWSwMPv
33;@gabiegome vai no campus de ed física da fmu que vc acha um catálogo de opções
34;10 semestre na fmu … eu vou acabar doido
35;Eu queria encontrar a atendente da fmu que não desistiu de mim desde sábado e dar um abraço nela por finalmente eu… https://t.co/iUFLsVNVKd
36;ai ai como eu odeio a fmu puta merda
37;Pqp viu um vídeo de Takoyaki, deu sdds de estudar na FMU e comer pelo menos 2 vezes na semana
38;Minhas aulas voltam dia 3 e eu só queria mandar a fmu tomar no cu essa escrota
39;Não meus amores a FMU tem q acabar https://t.co/15ScvluIm4
40;"Doria: faculdades voltem presencial
FMU: aulas remotas, provas remotas"
41;@fmuoficial pelo amor de Deus, FMU me encaminha o conteúdo programático!!!! E nunca mais vocês vão ver minha cara,… https://t.co/F70WZB79MY
42;fmu vc me paga por tudo que ta me fazendo passar
43;meu deus eu dei muito insatisfeito pro atendimento da mulher da FMU KKKKKKKKKKKKKK moça juro foi sem querer
44;Eu ja fiz a matéria e a FMU me meteu uma DP que NÃO EXISTE @fmuoficial, mostrando que eu não fiz, MAS EU JA FIZZZZZ
45;A FMU VAI ME MATAR DE ESTRESSE @fmuoficial
46;quebrando o pau com a fmu e o problema era que eu mesma não tinha dado aceite na rematrícula rs
47;kk o atendente da fmu mandou eu me cuidar e me mandou um bjo kk que aflição
48;fmu não me responde eu tô ansiosa demais
49;caralho mano, a fmu tá dando descanso pros alunos hein... podia dar também desconto nessa porra né, quase 2 meses q… https://t.co/WVslOP23CR
50;A cada dia que se passa dou graças a deus que n sou mais aluno da fmu, obrigado deus por me abençoar com essa dádiva
51;@willianputtini Esse sou eu falando da FMU
52;FMU quer mais oq pra comprovar que sou pobre que estou a vida todas em escola pública se fudendo, que não tenho a m… https://t.co/uHI68qev4H
53;Meu deus toda vez que preciso falar com a fmu é esse inferno aaaaaaaaaaaa eu odeio essa faculdade pqp
54;"Gente, pesquisando a faculdade descobri que a FMU e a FAM não são de forma nenhuma ""juntas"" 🤡 e que eu nunca vou fa… https://t.co/SV30U2zHS4"
55;"Hoje é dia de barraco ! 
FMU que me aguarde !! 
Mamãe está pronta pra descascar"
56;"@Hellcifence @cartacapital @GadoDecider É mesmo é? Tu fez o que, UMC? FMU? Estácio? 
Vc não tem nem idéia do que se… https://t.co/eVPPAvWGXB"
57;@bia_vecchi Ihaaa vou ver na fmu! Obrigadaaa
58;@preciousanavit Sa, procura pelo atendimento gratuito das faculdades em sp, fiz no Mackenzie, mas sei que tem na PUC e FMU
59;Falta de educação na educação: FMU eleva em 17% a mensalidade NO SEMESTRE, e alega cláusula contratual. É? no contr… https://t.co/UoL0KdqmKd
60;"Aproveitando e perguntar para duas instituições acadêmicos.
Quando acabar manutenção do portal do aluno , @animaedu… https://t.co/sGPeumaSHm"
61;Não vou criticar muito , mesmo com visão de estudante e entrego para Deus e assim focar para tirar azul nesse semes… https://t.co/1K7eVP0nBY
62;"Ãnima já chegou com tudo na vida do estudantes EAD da FMU ☹️🙂🙂🙂
Sim o site vai mudar o fundo também pode ter certez… https://t.co/FbZ0vUzsHf"
63;@uttuanism que eu saiba sim, é presencial e é até mais popular que na unisa. Não amo a fmu mas o atendimento de lá é BEM melhor.
64;"O SindusCon-SP realizará no dia 28 de julho o curso ISS retidos – Construção Civil. 

A instrutora será Adriana Fer… https://t.co/iJo2R48GUz"
65;@camzriana Mas será q na fmu é presencial? Pq lembro q olhei lá quando fui fazer a matrícula e não tinha presencial… https://t.co/JX4sY7q4R0
66;"@uttuanism conseguirem responder depois de toda a demora.
Na FMU ficava ruim pra você? Lá tem história."
67;"Projeto de design mobiliário proposto pela FMU - a thread

Olá seguidores, vou apresentar a poltrona fragata que fo… https://t.co/VziAH7K5Cl"
68;Mais um semestre passando estresse com a fmu
69;@quakeofshield_ ele falou da neblina kdkdkdkkkk o auge o nosso primeiro assunto foi o clima mas td bem dai passou u… https://t.co/cgIjl1B13Q
70;Não acredito que a FMU quer mais documentos PUTA
71;Aí que inferno preciso ir lá pegar o meu diploma, até nisso a fmu me irrita
72;coisas que só a FMU te proporciona: sair de lá chorando de estresse 😍
73;n tem nada no mundo q eu odeie mais do que q a FMU, secretaria de merda
74;"@lidem_sousa Amigo, fmu é o lixo do lixo
Nota alta no MEC mas os alunos só de lascam. Tô tentando sair de lá e eles… https://t.co/VhYam2OJYP"
75;Q porra de calendário acadêmico é esse como assim as aulas já voltam dia 3 e as notas finais só saem dia 22/dez q i… https://t.co/PRclvSgA38
76;2 em rádios e 1 numa agência de reportagem, todos exercendo funções NA ÁREA, porém, n se enquadravam em todas as re… https://t.co/DDYgVvTXuY
77;"NAO ESTUDEM NA FMU

É HORRÍVEL ESTUDAR LA E É PIOR AINDA TENTAR SAIR!"
78;Sinceramente eu odeio a FMU, toda vez uma supresa vai se fuder
79;meu ex me chamando pra participar de grupo de pesquisas da FMU, mal sabe ele que eu não consigo redigir um texto co… https://t.co/6hqHiFuVg4
80;Mano fmu nunca mais
81;mano eu vou quebrar a fmu
82;eu com a fmu q inferno https://t.co/L8Da0XLIIn
83;"fui à dentista 

e ela: vc faz o q?
eu: letras
ela: vai dar aula de q?
eu: é com foco em traducao
ela: onde vc faz?… https://t.co/pJAi1xB9Xa"
84;Volta e meia, me pego vendo algo relacionado à programação... No primeiro semestre da FMU, em 2015, eu comecei a ve… https://t.co/CEnRVcbimZ
85;nunca entendo, anhembi e fmu tem o msm dono, so que a mensalidade do msm curso altera em sla qnts vezes mais
86;@egveitekk Amiga isso é só o começo KKKK fmu é a própria desorganização é uma faculdade com cursos ótimos e profess… https://t.co/FLkmWS41Z1
87;é exatamente o memso exemplo do SESC e da FMU
88;o atendimento ao aluno da fmu pior q o da biqueira p quem tá devendo
89;@taeyeonpoetic @lmjbadx Mas eu fico muito P com isso, pq TI era meu sonho e eu amava a São Judas, mas prá mim foi s… https://t.co/IM7z9QXRzJ
90;@taeyeonpoetic @lmjbadx Sim a Ânima comprou a Anhembi, mas a grade ainda é a da Laureate. Também compraram a FMU, m… https://t.co/UhQBfOWNLA
91;@taeyeonpoetic @lmjbadx A única que ainda me deu uma colher de chá, foi a FMU, mas mesmo assim, ao invés de ir pro… https://t.co/Iu9TSJTPHY
92;@taeyeonpoetic @lmjbadx É que como as UCs não tem pré requisitos e a gente pode cursar qualquer coisa, em qualquer… https://t.co/8uIu7N48K0
93;@b1ancap Eu faço psicologia na FMU e, apesar deste cenário fazer-se presente em certas matérias, estudamos consider… https://t.co/XloJOaXi3h
94;Eu na fmu com as minhas meninas :( https://t.co/mvXQ9KKtG9
95;Um ano da campanha da FMU com Thelminha! ❤️ https://t.co/cC1Nr9SF5t
96;não estudem na FMU essa faculdade é um lixo
97;fmu pior faculdade que existe passem longe dessa bomba
98;@alvees011 única coisa q eu devo eh a universidade fmu de resto tenho mais nenhuma dívida!!!
99;to indo na fmu buscar meu bilhete mas não garanto nada q eu não surte e volta de lá com a matrícula trancada 😊😊😊
100;meu deus eu quero vir na fmu todo dia, q menino lindo meu coração n aguenta
101;Fmu na hora de atender o aluno finge que nem existe.
102;nao consigo agendar pegar meu diploma porque o site da fmu NAO FUNCIONA fica pedindo pra atualizar o email e nao me… https://t.co/IVQ9q1IbcP
103;Eu odeio a fmu se pudesse tacava bomba em todos os prédios pq nossa olha eu perco a paciência
104;A pessoa não vai na Liberdade me procurar a pessoa fica na FMU ' me esperando'
105;repetindo eu só estive uma unica vez na FMU pra entregar curriculo
106;Se vc pegar o Leandro e mais uma galera q ficavam na frente da FMU
107;Pega a rua Vergueiro por exemplo..... tem três universidades na Rua Vergueiro. Tem a UNIP tem a UNINOVE e tem a FMU
108;Leandro ia Direto pra FMU ' me encontrar ' lá
109;é q no caso do Leandro tem o predio q eu morava lá em são paulo e tem a FMU
110;falou em faculdade leandro vai ' me esperar ' na FMU
111;tem umas meias dúzias de pessoas dizendo q estão na FMU ' me esperando ' inclusive o Leandro
112;FMU demora seculos p postar as notas mas sairam as duas q faltavam IRRAAAAAA, e vamos p mais um semestre ✨ https://t.co/0BqkSdtXdN
113;a FMU conseguiu me deixar muito pobre esse mês, parabéns!!!! 👏🏻👏🏻👏🏻
114;Mas pq diabos a FMU não me responde neste caralho de whatsapp
115;meu deus como eu odeio a fmu
116;a fmu divulgando os cursos deles na planilha das agências kkkkkk eu morrooooo vamo marketing fiu fiu
117;Pelo menos deu pra dar rolê em ruas paralelas que não tinha ido, descobri que a liberdade tem mais campus da FMU do que asiáticos
118;FMU colocando 3 matérias nesse semestre e 9 matérias no próximo????????? Qual a lógica?
119;gargalhando com a FMU fazendo publi dentro da planilha de agências
120;Esse reajuste de mensalidade foi uo em FMU
121;a fmu me mandou um email mandando eu pagar um boleto 🤡 eu nem estudo parceiro
122;@yurantinta Faltou colocar: pq a FMU fala que tem qualidade e o sistema é uma merda?
123;"Também tem , no acima pode pesquisar o pólo através do seu cep.
E boa 🤓🤞🏻🍀
Vem para FMU ! 
Eu também faço parte e s… https://t.co/pMh88Jt0ko"
124;Desde as 10 horas tentando falar com a fmu tio
125;A Fmu não me mandava o meu histórico desde fevereiro e eu pedindo por todos os canais possíveis, coloquei no reclam… https://t.co/HnZxcShVZ9
126;eu passei no prouni pra secretariado executivo trilíngue??? em primeiro??? na fmu???
127;A fmu enfiou minhas horas complementares no cu, só pode
128;"""nossa tal professor do Mackenzie"" 
""nossa nn sei oq do Mackenzie"" 
ai eu fico ""rs, nn sei, sou da FMU"""
129;Vim na FMU pra retirar meu cartão e descobri que eu sou mais pobre do que eu imaginava
130;@nobrezinha30 @fmu muitíssimo obg, é por aí msm q devo mandar. Valeu ❤️❤️
131;@FernandaSousa_8 Me dói ler q ele era da FMU… meus profs de Letras (na época, ñ segui na profissão), batiam tanto n… https://t.co/QAh0EzFJyd
132;"@povbyariana eu sei que cada faculdade segue mais por um lado, a fmu por exemplo é mais psicanálise e biológicas 
m… https://t.co/gvcCzXacmf"
133;"@povbyariana na fmu amg, sou bolsista 
você tá querendo prestar?"
134;essa fmu vadia não me libera 50% de desconto na rematrícula
135;Fmu filha da puta flw,, to voltando pra anhembi seus lixo
136;"@sylsama @fmu 😯😯 parece bacana msm
Mas burocracia as vzs é tenso msm :T"
137;@LicehChristine @fmu Tô fazendo licenciatura em sociais 💕 eu gosto MT mais a parte burocrática me irrita
138;É incrível como o serviço de assistência da fmu é uma MERDA
139;será q o backoffice da fmu faz quinhentas milhões de coisas igual o da service? pq não é possível, fiquei o dia tod… https://t.co/ozsV9vVf9H
140;Fiz minha rematrícula. Não sei se fico feliz ou triste rsrs #fmu lá vamos nós…
141;Eu te odeio FMU, eu te odeio
142;GTA V 0nline - Nova ATUALIZAÇÃO (DLC) CHEGOU COM NOVIDADES NO GAME ! https://t.co/CK9Xm4L97U via @YouTube
143;@nobrezinha30 Bem-vinda a FMU e boa sorte kkkkkkkk
144;@GJeneci @fmu Não posso te afirmar com certeza, mas se for da fmu, qnd vc pesquisa 'prouni fmu' aparece a lista de… https://t.co/spv15qO8KF
145;@sylsama @fmu Vc tá cursando o que mana?
146;@LicehChristine @fmu Um cu mó dor de cabeça
147;@nobrezinha30 A minha é a fiam, q é do lado da fmu (e o endereço de email é @fmu, então acho q são dos mesmos donos?)
148;@sylsama @fmu Eu nem entrei até hj kkkkkk
149;eu vou cometer um crime de ódio com essa caa da fmu
150;as aulas nem começaram e a fmu já tá me estressando🤩🤩🤩
151;"Chamei a fmu pra tirar uma dúvidas 11h , falaram pra mim no chat ""vou ali chamar um atendente pra vc e já volto"", a… https://t.co/1pai2D4zRZ"
152;Eu super estava revisando o conteúdo completo do semestre passado porque não fui bem e o professor não estava passa… https://t.co/Xhfc8C3Uac
153;gente não façam fmu, é só dor de cabeça https://t.co/AIkoGEp4eN
154;mas tudo na fmu é um parto, inclusive a coordenadora Stella poderia fazer o favor de responder o caralho do e-mail… https://t.co/TVcVYosFhv
155;@sllbrun Te entendo bem amiga, a FMU é a mesma palhaçada inclusive acho que a mesma empresa é dona da FMU e da Anhembi
156;Alguém sabe me dizer se a fmu pra cursos da saúde já tá tendo aula presencial?
157;@cxnadianz to pensando em fazer na fmu de novo ead tbm
158;FMU VENCEDORA DA CATEGORIA INSTITUIÇÕES DE MERDA 2021 https://t.co/in25JHjjfz
159;a cada semestre a FMU acaba um pouquinho mais com a minha vida
160;Eu só queria um moletom da FMU do curso de letras, era tudo o que eu queria...
161;vai fmu me atende inferno
162;EU TE ODEIO FMU! PQP VCS TÃO SEM ATENDENTE CARALHO????? INFERNO, SÓ QUERO Q A PORRA DA MINHA BAIXA DE PAGAMENTO
163;"acabei a faculdade: ovo me forma

fmu: opa opa, queridinho parado ai, n vou lançar seu estágio no sistema da faculdade"
164;fmu apagando meus comentários no instagram 🤣🤣🤣 eu não vou desistir
165;mds eu só queria que a ouvidoria da fmu me ligasse logo eu tô passando mal de nervoso já vamos lá @fmuoficial
166;Olha, que desgosto da FMU em, puta merda
167;A fmu não me deixa mudar de faculdade, mas também me deixa fazer a rematrícula... aiai
168;FMU eu ODEIO seu meio de comunicação com os alunos
169;"Nem os meus motoristas. 
Obrigada FMU estragou meus sonhos"
170;o valor absurdo da DP na fmu tá me deixando nervosa, AINDA MAIS q peguei dp por injustiça mas essa merda de faculdade não faz nada
171;cogitando sair desse lixo que é a FMU e ir pra Uninove ou fazer transferência pra Coimbra
172;fmu não vai me deixar dormir em paz hoje q morte lenta
173;Tem uma menina da fmu que todo mundo que eu gosto, gosta dela… mas eu não consigo gostar dela e o pq eu não sei
174;"Alguém q estuda na fmu ou unip
Aonde vejo o resultado do ProUni amanhã?"
175;FMU NÃO ME FODE NÃO EM CARALHO
176;Nem acredito que a FMU, deu um super desconto pra mim, sério eu até chorei
177;+1 dia + 1 estresse com a fmu
178;fmu comeu meu cu
179;Eu queria ir até a fmu é quebrar tudo
180;Triste, puto com a Fmu e sem meu celular, esse e o tweet dessa noite fria.
181;mais uma vez a fmu sumindo com a porra dê uma nota de atividade minha, aconteceu a MESMA coisa no segundo semestre,… https://t.co/3r3R8vksTd
182;1 semestre estudando na fmu sendo bolsista • no ato da matrícula nunca me informaram sobre minha bolsa não valer de… https://t.co/oCgf0qP0K7
183;"os caras da fmu falaram que iam dar baixa no documento pendente, até hoje não fizeram isso

https://t.co/UzDRtmgz4D"
184;quando eu vou ligar na fmu pra resolver b.o eu ja me preparo psicologicamente pq sei q vou passar nervoso
185;FMU é a maior desgraça que ja existiu, faculdade sem vergonha nenhuma
186;outro exemplo mais recente. Ano passado passei com 100% de bolsa na FMU em ciências contábeis. O que aconteceu? man… https://t.co/6fEOJwUNf4
187;mano a fmu só presta se voce for fazer matricula pq ai o processo é rapido demais, AGORA FALAR COM ELES OU COM A COORDENAÇAO É UM PARTO
